,task_id,source,ClaimantType
3,fe3d89b1-242e-420d-b961-0309d4cde49a,Rutherford,"        1. named individuals (e.g., ""Donald Trump"")"
4,fc5811b5-76ad-446c-800d-826e92ccc1e2,Doctors,"        5. collective roles (e..g., ""doctors"")"
5,fe1ca374-800f-4cc8-b206-ff7066d349de,The CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
6,fe22b600-5449-4d19-b8fa-e94f8c9f5889,"GlaxoSmithKline , Merck and Johnson & Johnson","        6. inanimate and generic objects (e.g., ""a study"")"
7,fd5123dd-1792-44a2-9c09-851befeb2151,Wakefield,"        1. named individuals (e.g., ""Donald Trump"")"
8,fe8badfa-de7a-4e7c-99cb-91942b4e8836,Numerous scientific studies,"        6. inanimate and generic objects (e.g., ""a study"")"
9,fe191ed5-702f-4a94-b7af-ad9844ae5431,Wallace,"        1. named individuals (e.g., ""Donald Trump"")"
10,fd1b33bc-c351-4584-be63-4bd37a842c79,Fedson 2005,"        6. inanimate and generic objects (e.g., ""a study"")"
11,f9c4ca2e-dc66-4f63-94f0-16e4b1c8a548,Anna Maus,"        1. named individuals (e.g., ""Donald Trump"")"
12,fa5f29cd-5e5d-460d-b2f4-4c6c42768803,Ehresmann,"        1. named individuals (e.g., ""Donald Trump"")"
13,fbfe494e-1b36-41d3-b633-b7732346bb07,VAERS Hepatitis B adverse reaction reports,"        6. inanimate and generic objects (e.g., ""a study"")"
14,fd680cd2-ccbb-488e-9fcf-7e800f20f310,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
15,fb1a9b70-5d3b-46b8-8974-51be32e5a7bb,Brian Clowes of Human Life International in Virginia,"        1. named individuals (e.g., ""Donald Trump"")"
16,f86db765-cbe4-4a1b-9aca-061391fd260b,"James Cherry , a paediatric-infectious-disease specialist at the University of California , Los Angeles ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
17,f8b59836-4a8a-4d7b-b8de-ca7e67cd0e18,the AAP,"        6. inanimate and generic objects (e.g., ""a study"")"
18,f6cb1fea-367b-4240-918e-499500a2e986,Parents who decided that their child should not have MMR or that they should be given single vaccines,"        5. collective roles (e..g., ""doctors"")"
19,fa2dbba9-2292-4b68-9f28-ce662cddac89,Dr. Gregory Poland,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
20,f7ea9d72-d117-405a-a65a-a07e199f2657,drug companies,"        6. inanimate and generic objects (e.g., ""a study"")"
21,fa5c728a-8a64-4137-90cf-7e15267ac5e5,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
22,f8dc27cd-c102-486a-bac3-1a167fc97239,Small Pox – Big Lie – Bioterrorism Implications of Flawed Theories of Eradication,"        6. inanimate and generic objects (e.g., ""a study"")"
23,f062bc9b-c487-4c9a-b671-e0fa0b9483c0,the American Academy of Pediatrics,"        6. inanimate and generic objects (e.g., ""a study"")"
24,f4d8137d-bce8-43e4-90f8-9bf98c28094f,Game wardens,"        5. collective roles (e..g., ""doctors"")"
25,f802ace1-e0cf-4967-b5c1-5d859ec578a0,this veterinarian,"        3. role or profession without further specifications (e.g., ""a doctor"")"
26,f7b8724b-e979-4c7f-b582-5c37754e71ba,Stockwell,"        1. named individuals (e.g., ""Donald Trump"")"
27,f56ac229-514b-42d7-933a-e852744ffaa2,Brown,"        1. named individuals (e.g., ""Donald Trump"")"
28,f67d1fd8-5f70-41c0-9ba5-655c6fa13be9,the veterinarian,"        3. role or profession without further specifications (e.g., ""a doctor"")"
29,f81ac6ad-bb7b-43ee-9051-74b527eea6ec,The Saudi Ministry of Health,"        6. inanimate and generic objects (e.g., ""a study"")"
30,f3a93d66-1c21-4ce9-80ee-aab721dc0ff0,the new research published in JAMA Pediatrics,"        6. inanimate and generic objects (e.g., ""a study"")"
31,f7406abc-08a9-45f7-aae5-6e6946a38329,The British Medical Association ( ‘ BMA ’ ) and The Royal Pharmaceutical Society of Great Britain ( RPSGB ),"        6. inanimate and generic objects (e.g., ""a study"")"
32,f14831d9-048a-4606-b6d1-f4b0751160bd,FirecePharma.com,"        6. inanimate and generic objects (e.g., ""a study"")"
33,c30e7657-231e-4cd9-bac9-95dff5699cf3,doctors,"        5. collective roles (e..g., ""doctors"")"
34,f396a3d1-dc44-480b-a0fd-fcf76f20fbb1,"that study , Brian Hooker ’s now-retracted paper ,","        6. inanimate and generic objects (e.g., ""a study"")"
35,f1367228-631a-4677-983a-904c4b0cf2f7,Tommey,"        1. named individuals (e.g., ""Donald Trump"")"
36,cbf21dc2-1e37-47ac-b430-2a6be7135fb7,The antivaccinationists,"        5. collective roles (e..g., ""doctors"")"
37,ef6854c1-e5dc-47e0-b42b-bff6e58f6b2c,Some parents,"        5. collective roles (e..g., ""doctors"")"
38,efb30f57-09b8-4e03-b1b8-0cc80f84a158,"Dr. Thomas London , VP of the HBF board and a member of the board of medical and scientific advisors ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
39,f5d6b48f-3928-4cfb-8d23-8db2a8124392,scientists,"        5. collective roles (e..g., ""doctors"")"
40,e82b7599-d9c7-4e5e-bc58-1ad734f4b2c0,Cia,"        6. inanimate and generic objects (e.g., ""a study"")"
41,f22fe431-2f62-4ec5-8469-b13404824ebe,doctors,"        5. collective roles (e..g., ""doctors"")"
42,f3cf1218-8a8d-490e-afe9-3a88ece6031c,the critics,"        5. collective roles (e..g., ""doctors"")"
43,ecf0e393-5eba-4bff-bc20-2817504d5689,the government,"        6. inanimate and generic objects (e.g., ""a study"")"
44,ec85f4b8-3199-448a-ad5c-54bede3ac386,RFK Jr.,"        1. named individuals (e.g., ""Donald Trump"")"
45,e2f0a59c-db14-4f5b-9d5b-9a93ba64bca7,my nursing school supervisor,"        3. role or profession without further specifications (e.g., ""a doctor"")"
46,e9c7f600-f5e9-46ba-a72f-5f9c0c289b88,"Scott C. Weaver , MS , PhD , visiting Philadelphia from the University of Texas Medical Branch at Galveston ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
47,f4303ae2-a6bf-4418-9e01-d93d5cf2ca83,Studies,"        6. inanimate and generic objects (e.g., ""a study"")"
48,f0b867c3-1186-4481-9dbf-324b54452aac,people from the state public health department,"          4. collective expressions (e.g. ""some people"")"
49,dc64bfe4-bd48-43ae-b7cb-6410eda6f3cd,Trump,"        1. named individuals (e.g., ""Donald Trump"")"
50,ef0a5759-fcfa-4ef0-a8e1-8a4daab943c0,Dr. Christenson,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
51,e8f431a3-b41c-4473-a07c-03b49a5fd219,De Niro,"        1. named individuals (e.g., ""Donald Trump"")"
52,e906290e-7ecf-4f11-b7ae-28db162f4048,some parents,"        5. collective roles (e..g., ""doctors"")"
53,eb93d463-5966-403c-bdbe-5c0c69c3728d,"Another parent in the Inglewood Facebook group , asked not to be identified because she risks being removed from the forum ,","        3. role or profession without further specifications (e.g., ""a doctor"")"
54,ecc56e99-12c6-4035-b1af-8354f2d8a604,Chantel Pavlick,"        1. named individuals (e.g., ""Donald Trump"")"
55,dc7c2c49-6b1e-4c26-98d1-415108d7ee8a,"Fujinami et al. , 1985","        6. inanimate and generic objects (e.g., ""a study"")"
56,e75d1b0b-4722-4ee1-bfac-1678a941a62a,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
57,ebeb9f06-a4d1-4fc4-869e-a6b012cd8bbd,the US government,"        6. inanimate and generic objects (e.g., ""a study"")"
58,e6452c2c-e38f-413c-8838-ebb421e9e321,"Salamone , who has retired from a position as a non-profit executive , and lives in Mount Holly , Virginia","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
59,c935e784-9971-467a-9de0-791223df4187,the mainstream media,"        6. inanimate and generic objects (e.g., ""a study"")"
60,eacc56b3-ed12-44d8-94ea-a073b79888fa,Hooker,"        1. named individuals (e.g., ""Donald Trump"")"
61,e9c96a82-11ec-49ce-890f-3612197e543e,Dr Mendelsohn,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
62,e1429744-caf8-4f24-bff0-aca54a49c5df,Clin .,"        1. named individuals (e.g., ""Donald Trump"")"
63,e7d08ead-8cde-4b83-b1cc-e4ed53c0050b,The Medicines and Healthcare products Regulatory Agency,"        6. inanimate and generic objects (e.g., ""a study"")"
64,e1c1d3e4-7082-49c9-8eab-1c0f95feebdb,The doctor,"        3. role or profession without further specifications (e.g., ""a doctor"")"
65,a7b040c3-9eb2-430a-94e5-1fa40cf60718,A representative of the National Institute of Allergy and Infectious Diseases ( NIAID ),"        3. role or profession without further specifications (e.g., ""a doctor"")"
66,e0ce49c8-4915-4df1-8f8d-41cf9209bd40,a recent report in Clinical Infectious Diseases that tracked symptoms in the 88 people with whom “ Measles Mary ” interacted while she was sick,"        6. inanimate and generic objects (e.g., ""a study"")"
67,e5e91733-3f83-4f10-8f2f-5730ef831382,Previous studies,"        6. inanimate and generic objects (e.g., ""a study"")"
68,e6558fd9-e90f-4c1e-8c1e-65ff5d444c29,government authorities,"        5. collective roles (e..g., ""doctors"")"
69,e22eb13e-3f1b-4396-844f-8c2b9763b829,Singer,"        1. named individuals (e.g., ""Donald Trump"")"
70,e08b6cdb-18e6-4ec0-baa5-aed21b0ad094,Quackenboss,"        1. named individuals (e.g., ""Donald Trump"")"
71,da209eb8-a2f4-491b-a61d-19e00450856f,Beth Love,"        1. named individuals (e.g., ""Donald Trump"")"
72,dbbaaa1c-7397-4b08-bf03-cc531f197f2c,Doctors,"        5. collective roles (e..g., ""doctors"")"
73,e06f367c-a1b8-4039-af58-7df0901d3eff,Dr. Cherry,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
74,d95e42ca-9c8e-4bc0-bd44-030f5532cb5a,Joan Wlochowski,"        1. named individuals (e.g., ""Donald Trump"")"
75,df077f84-7101-442f-bf4f-0675411704e1,Critics,"        5. collective roles (e..g., ""doctors"")"
76,e11f6446-f8e6-423f-a010-2b4881cc3c3b,two reports issued today,"        6. inanimate and generic objects (e.g., ""a study"")"
77,d8a15736-ccdb-417e-8570-701c4db326cf,"Many major health organizations , including the Centers for Disease Control and Prevention ( CDC ) , the American Academy of Pediatrics , the National Academy of Medicine , and the World Health Organization ,","        6. inanimate and generic objects (e.g., ""a study"")"
78,dd3b7915-2f34-464c-8b80-25b33874e3f4,Sayer Ji,"        1. named individuals (e.g., ""Donald Trump"")"
79,d9871043-f642-479f-9350-8dd6b7a15767,"vaccine manufacturers , pharmaceutical companies , and health authorities","        5. collective roles (e..g., ""doctors"")"
80,decade33-80bd-476a-b270-6236cc302362,Rutherford,"        1. named individuals (e.g., ""Donald Trump"")"
81,cc257c6c-999b-40dc-9b57-7e2ba967f12c,N Engl J Med 1987 Mar 26 ; 316 ( 13 ) : 771-4,"        6. inanimate and generic objects (e.g., ""a study"")"
82,d0f3eba6-64e5-4468-ab18-7fe0131beb41,your doctor,"        3. role or profession without further specifications (e.g., ""a doctor"")"
83,d155fc1d-207f-4f50-a126-0e036e4984e0,Smallpox Eradication – One of History ’s Biggest Lies & How Vaccination Did Not Eradicate Smallpox,"        6. inanimate and generic objects (e.g., ""a study"")"
84,d3de66ab-354f-4fd7-8ec9-baa0fc9e8ffa,Offit,"        1. named individuals (e.g., ""Donald Trump"")"
85,d9c5aa07-d2a9-419d-b3f8-578de91b27e6,numerous unsolicited personal stories,"        6. inanimate and generic objects (e.g., ""a study"")"
86,cddc64b1-57a6-4d07-b2ed-1c9ce1cd62f3,their Consultant,"        3. role or profession without further specifications (e.g., ""a doctor"")"
87,d8ea0f7e-0e34-40df-870a-59fe831b29d9,Patients,"        5. collective roles (e..g., ""doctors"")"
88,d0a4217c-d439-4c26-9a4e-07aee52a6fb1,Vikari et al. ( 1979 ),"        6. inanimate and generic objects (e.g., ""a study"")"
89,d5563a0b-944b-45ab-891d-5a14ff905036,every parent,"        5. collective roles (e..g., ""doctors"")"
90,d75bb55e-e3d7-4a22-8f9c-7ebbe1b971c9,The Global Alliance for Rabies Control,"        6. inanimate and generic objects (e.g., ""a study"")"
91,d72f762b-778d-402c-aa7d-c05a5d7ad833,The BMJ editor,"        3. role or profession without further specifications (e.g., ""a doctor"")"
92,d2962043-eaa7-42ea-a516-261631e27f77,Many peer-reviewed studies,"        6. inanimate and generic objects (e.g., ""a study"")"
93,d5e2bfeb-d501-499b-80de-fabd1758b7da,Many veterinarians,"        5. collective roles (e..g., ""doctors"")"
94,d2bd9b14-cfd7-4ecf-bd86-8b3fb214cdd7,Research,"        6. inanimate and generic objects (e.g., ""a study"")"
95,ceb24e11-22bf-498f-8de0-86dd9f463eb3,[ RT-PCR ],"        6. inanimate and generic objects (e.g., ""a study"")"
96,d2874f06-2a61-42c0-a59c-6a7cad56a6ad,The CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
97,d3f2607b-fdac-45ba-9c4e-77d0769a30cf,One,"        6. inanimate and generic objects (e.g., ""a study"")"
98,d458a8ea-d8d2-452c-84cd-4598c0d70d95,research,"        6. inanimate and generic objects (e.g., ""a study"")"
99,ce364dba-e395-4c95-bd35-64086385238b,professional vaccinators,"        5. collective roles (e..g., ""doctors"")"
100,cd1994d4-1a24-48b4-8282-2a9b105c353c,Health experts,"        5. collective roles (e..g., ""doctors"")"
101,d1edd63d-be5f-4793-87b0-101133afa49c,the network,"        6. inanimate and generic objects (e.g., ""a study"")"
102,ca13ea6a-b5d9-4123-ac68-d65cfaa11883,Pitney,"        1. named individuals (e.g., ""Donald Trump"")"
103,ca607a2a-17e6-424d-9c4a-c7ef443831d6,Research from Toronto,"        6. inanimate and generic objects (e.g., ""a study"")"
104,caf565f2-48e0-4065-8f34-f4d6c8248ba8,ACIP,"        6. inanimate and generic objects (e.g., ""a study"")"
105,d28e2730-f1a8-4f4a-82d8-0139fb4a1e74,Some of these parents,"        5. collective roles (e..g., ""doctors"")"
106,ca419636-231c-483b-b773-568cba8f156d,On going studies,"        6. inanimate and generic objects (e.g., ""a study"")"
107,cd1a1a2b-a7ee-4230-9214-1882ab4dafe6,"William Schaffner , M.D. , an infectious disease specialist and professor at the Vanderbilt University School of Medicine ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
108,c969476c-30ad-4883-b244-ffa6b55ac91a,the Cochrane Library review,"        6. inanimate and generic objects (e.g., ""a study"")"
109,c4c654f7-5bab-4d8d-8f42-f24922d29ed5,Jewish scholars,"        5. collective roles (e..g., ""doctors"")"
110,caa8a5eb-0a57-4255-809f-eeab15475ef1,official Vaxxed New Zealand spokesperson – and child abuser – Sarah Cox,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
111,c6fc21c3-9378-4804-96cc-e2b6e490d3f5,A Chinese study in 2012,"        6. inanimate and generic objects (e.g., ""a study"")"
112,c2d2882b-60b9-45d3-8883-f14da7533ff7,Jesus,"        1. named individuals (e.g., ""Donald Trump"")"
113,c933ea81-8477-4f37-816b-46d992dca947,all those anti-vaxxers peeps,"        5. collective roles (e..g., ""doctors"")"
114,c68a9936-7dac-4061-b0de-da81e6b5566f,"Noor , himself the father of four young kids 10 and younger ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
115,c04bd886-5d4e-46a4-bb58-44a298b6865e,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
116,c10f4384-0060-4d7a-9aa8-7266fb8e33b5,Experts,"        5. collective roles (e..g., ""doctors"")"
117,c29e3088-a432-4d69-ba31-380a548a58ab,the Galaxo-Smith-Kline flu vaccine insert,"        6. inanimate and generic objects (e.g., ""a study"")"
118,c5eba5a5-904b-48ea-8dc9-b6d21a5e6504,Diaz,"        1. named individuals (e.g., ""Donald Trump"")"
119,c84c0186-5e24-4830-87f1-d1e5a5cd23f1,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
120,c322d1e5-94ee-4944-81c1-f5859fc8acd5,"Jan Bonhoeffer , a paediatric-infectious-disease specialist at the University Children 's Hospital Basel in Switzerland , and chief executive of the Brighton Collaboration , an international vaccine-safety research network","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
121,c8e1569a-09ac-4862-a149-83ad46ae6ef4,The filmmaking team behind the documentary Vaxxed : From Cover-Up to Catastrophe,"          4. collective expressions (e.g. ""some people"")"
122,c33e3f59-d862-4aaa-9ea6-4f76f3c9f953,Some guidelines,"        6. inanimate and generic objects (e.g., ""a study"")"
123,c16d00da-b987-419a-932b-6eb3eac89c5f,the LifeSiteNews article linked above,"        6. inanimate and generic objects (e.g., ""a study"")"
124,c0267cff-ab5c-45e7-a0e3-cc8cb5c08a21,Thompson,"        1. named individuals (e.g., ""Donald Trump"")"
125,bc01df27-6f7d-4b45-af77-7ef07e1d52cc,vaccine advocates,"        5. collective roles (e..g., ""doctors"")"
126,bb0a36a9-c975-42af-929f-fe8a2bd4927f,the U.S. Supreme Court,"        6. inanimate and generic objects (e.g., ""a study"")"
